booking_key,booking_id,flight_id,passenger_key,booking_date_key,status,seat_number,is_confirmed,is_cancelled,is_pending
436,B1435,SJ215,488,20250918,CONFIRMED,1E,True,False,False
437,B1436,AI076,281,20260105,CONFIRMED,20B,True,False,False
438,B1437,SJ012,275,20251128,CANCELLED,24A,False,True,False
439,B1438,AI073,773,20260401,INVALID,20D,False,False,False
440,B1439,SJ173,843,20251109,CONFIRMED,27E,True,False,False
441,B1440,AI193,719,20260309,CANCELLED,25E,False,True,False
442,B1441,SJ131,896,20250922,INVALID,13A,False,False,False
443,B1442,AI225,328,20250602,PENDING,11E,False,False,True
444,B1443,AI190,211,20251009,CANCELLED,9E,False,True,False
445,B1444,SJ238,727,20251225,CONFIRMED,7B,True,False,False
446,B1445,6F005,923,20251221,PENDING,5F,False,False,True
447,B1446,UK136,552,20250925,PENDING,23C,False,False,True
448,B1447,SJ063,992,20250521,CONFIRMED,15F,True,False,False
449,B1448,6F175,26,20251121,CANCELLED,9E,False,True,False
450,B1449,AI037,27,20250523,PENDING,19A,False,False,True
451,B1450,UK225,702,20251111,CONFIRMED,21C,True,False,False
452,B1451,AI141,83,20250520,CONFIRMED,15E,True,False,False
453,B1452,6F172,896,20260126,PENDING,3E,False,False,True
454,B1453,6F219,946,20260207,CANCELLED,16F,False,True,False
455,B1454,AI045,682,20250816,PENDING,8E,False,False,True
456,B1455,AI198,413,20260412,CONFIRMED,30A,True,False,False
457,B1456,AI120,167,20250424,PENDING,17F,False,False,True
458,B1457,6F134,700,20250611,CANCELLED,32D,False,True,False
459,B1458,UK102,169,20251119,CONFIRMED,10B,True,False,False
460,B1459,SJ199,801,20250610,CANCELLED,1F,False,True,False
461,B1460,6F235,979,20251001,PENDING,32E,False,False,True
462,B1461,UK065,229,20251014,PENDING,33F,False,False,True
463,B1462,6F135,979,20251203,CANCELLED,26D,False,True,False
464,B1463,SJ148,609,20260210,PENDING,31C,False,False,True
465,B1464,AI083,367,20260307,CANCELLED,6B,False,True,False
466,B1465,UK024,528,20250702,PENDING,5C,False,False,True
467,B1466,UK220,791,20250427,CANCELLED,28B,False,True,False
468,B1467,UK115,647,20250430,CANCELLED,25A,False,True,False
469,B1468,AI255,538,20250716,CONFIRMED,14F,True,False,False
470,B1469,6F001,864,20251225,CONFIRMED,11A,True,False,False
471,B1470,6F132,524,20250527,CANCELLED,24E,False,True,False
472,B1471,UK184,72,20260328,PENDING,8E,False,False,True
473,B1472,6F098,645,20250606,PENDING,3D,False,False,True
474,B1473,SJ168,106,20250719,PENDING,21F,False,False,True
475,B1474,SJ178,732,20250728,CANCELLED,14C,False,True,False
476,B1475,UK111,885,20260307,CANCELLED,2C,False,True,False
477,B1476,SJ051,965,20260227,CANCELLED,32E,False,True,False
478,B1477,SJ193,689,20250706,CANCELLED,18E,False,True,False
479,B1478,SJ039,282,20260224,CONFIRMED,28D,True,False,False
480,B1479,UK066,133,20251217,CANCELLED,22B,False,True,False
481,B1480,SJ050,534,20260314,PENDING,34B,False,False,True
482,B1481,6F052,975,20250611,CONFIRMED,4D,True,False,False
483,B1482,SJ170,269,20250829,PENDING,14E,False,False,True
484,B1483,SJ119,412,20250609,INVALID,26B,False,False,False
485,B1484,AI219,673,20250507,CONFIRMED,13B,True,False,False
486,B1485,6F220,619,20250705,CANCELLED,12D,False,True,False
487,B1486,AI207,791,20250504,CONFIRMED,3D,True,False,False
488,B1487,6F024,865,20260126,PENDING,5E,False,False,True
489,B1488,SJ073,747,20250504,CANCELLED,27E,False,True,False
490,B1489,SJ201,18,20250708,CANCELLED,24F,False,True,False
491,B1490,AI180,754,20260310,CONFIRMED,29B,True,False,False
492,B1491,UK022,117,20250716,CONFIRMED,18F,True,False,False
493,B1492,AI202,798,20260327,CANCELLED,29C,False,True,False
494,B1493,6F212,794,20250601,CONFIRMED,26D,True,False,False
495,B1494,6F163,144,20250609,CANCELLED,23F,False,True,False
496,B1495,UK028,717,20251015,CONFIRMED,27D,True,False,False
497,B1496,6F243,551,20260321,PENDING,7D,False,False,True
498,B1497,AI165,929,20250902,CONFIRMED,11F,True,False,False
499,B1498,UK099,666,20250718,PENDING,3D,False,False,True
500,B1499,AI033,688,20250617,INVALID,17C,False,False,False
501,B1500,UK056,961,20250430,CONFIRMED,22D,True,False,False
502,B1501,SJ122,753,20250904,CANCELLED,23D,False,True,False
503,B1502,AI086,422,20251015,CONFIRMED,23F,True,False,False
504,B1503,SJ011,898,20251017,CONFIRMED,25C,True,False,False
505,B1504,SJ021,369,20250421,PENDING,4E,False,False,True
506,B1505,SJ106,646,20251129,CONFIRMED,8F,True,False,False
507,B1506,SJ026,558,20260129,CANCELLED,9E,False,True,False
508,B1507,SJ245,50,20251127,PENDING,20A,False,False,True
509,B1508,AI023,678,20250731,INVALID,9C,False,False,False
510,B1509,AI032,106,20250925,CANCELLED,14F,False,True,False
511,B1510,AI236,216,20250511,CANCELLED,19F,False,True,False
512,B1511,6F094,658,20251224,CANCELLED,15C,False,True,False
513,B1512,UK163,923,20251221,PENDING,4A,False,False,True
514,B1513,UK163,425,20250630,CONFIRMED,32B,True,False,False
515,B1514,SJ045,72,20250507,CANCELLED,21E,False,True,False
516,B1515,SJ006,988,20250706,PENDING,26A,False,False,True
517,B1516,SJ103,842,20250805,CANCELLED,34F,False,True,False
518,B1517,6F221,785,20260116,INVALID,31B,False,False,False
519,B1518,SJ147,759,20260320,INVALID,30A,False,False,False
520,B1519,SJ064,446,20260325,PENDING,3C,False,False,True
521,B1520,AI028,925,20260402,CONFIRMED,27A,True,False,False
522,B1521,AI148,186,20251108,PENDING,31E,False,False,True
523,B1522,6F263,70,20250831,CONFIRMED,1C,True,False,False
524,B1523,SJ067,974,20250519,PENDING,21F,False,False,True
525,B1524,6F061,150,20250617,PENDING,23D,False,False,True
526,B1525,AI254,246,20250529,INVALID,11E,False,False,False
527,B1526,SJ136,774,20251115,CONFIRMED,17D,True,False,False
528,B1527,AI046,538,20250709,PENDING,8A,False,False,True
529,B1528,UK174,935,20260328,PENDING,6E,False,False,True
530,B1529,6F066,652,20250430,INVALID,34C,False,False,False
531,B1530,UK095,99,20251208,INVALID,23E,False,False,False
532,B1531,6F063,910,20260401,PENDING,30F,False,False,True
533,B1532,UK118,278,20250422,PENDING,30A,False,False,True
534,B1533,UK218,563,20250915,PENDING,28D,False,False,True
535,B1534,UK031,663,20250911,CONFIRMED,34E,True,False,False
536,B1535,UK142,944,20260402,PENDING,6C,False,False,True
537,B1536,AI002,455,20250601,INVALID,4C,False,False,False
538,B1537,UK070,104,20251008,CONFIRMED,21F,True,False,False
539,B1538,SJ121,946,20260317,PENDING,8E,False,False,True
540,B1539,UK201,601,20250611,CONFIRMED,20B,True,False,False
541,B1540,AI138,653,20260115,CANCELLED,7E,False,True,False
542,B1541,SJ014,725,20251216,CONFIRMED,26A,True,False,False
543,B1542,SJ053,233,20251213,PENDING,14F,False,False,True
544,B1543,SJ241,394,20250616,CANCELLED,4F,False,True,False
545,B1544,AI249,501,20250901,CANCELLED,16A,False,True,False
546,B1545,AI176,695,20260308,PENDING,8A,False,False,True
547,B1546,SJ234,251,20260402,PENDING,32B,False,False,True
548,B1547,6F115,521,20250418,PENDING,16C,False,False,True
549,B1548,AI020,79,20251004,CONFIRMED,7E,True,False,False
550,B1549,AI020,52,20251216,CONFIRMED,24A,True,False,False
551,B1550,6F079,898,20251206,CONFIRMED,10D,True,False,False
552,B1551,6F104,921,20251114,INVALID,8E,False,False,False
553,B1552,UK046,781,20260206,PENDING,32D,False,False,True
554,B1553,SJ217,226,20251115,CONFIRMED,33D,True,False,False
555,B1554,6F142,51,20250826,CANCELLED,8D,False,True,False
556,B1555,SJ139,186,20260404,CONFIRMED,3B,True,False,False
557,B1556,6F059,34,20260118,CANCELLED,31D,False,True,False
558,B1557,6F067,803,20250810,PENDING,17A,False,False,True
559,B1558,AI007,742,20250807,PENDING,27A,False,False,True
560,B1559,UK202,131,20260120,CONFIRMED,5F,True,False,False
561,B1560,AI200,632,20260307,CONFIRMED,18C,True,False,False
562,B1561,UK172,443,20260127,PENDING,18C,False,False,True
563,B1562,6F214,838,20250501,CONFIRMED,10B,True,False,False
564,B1563,UK037,759,20250911,PENDING,27B,False,False,True
565,B1564,AI022,432,20250814,PENDING,17F,False,False,True
566,B1565,AI243,704,20260206,CANCELLED,20D,False,True,False
567,B1566,SJ174,497,20251008,CONFIRMED,29F,True,False,False
568,B1567,SJ079,403,20251113,PENDING,9A,False,False,True
569,B1568,UK097,323,20251221,CONFIRMED,21A,True,False,False
570,B1569,AI013,210,20251226,CANCELLED,14E,False,True,False
571,B1570,UK196,615,20251121,CANCELLED,25E,False,True,False
572,B1571,SJ213,329,20251106,CONFIRMED,2C,True,False,False
573,B1572,UK119,372,20250526,CONFIRMED,5D,True,False,False
574,B1573,AI043,460,20260318,PENDING,19B,False,False,True
575,B1574,AI043,133,20250429,CANCELLED,18A,False,True,False
576,B1575,AI143,835,20250616,CANCELLED,2B,False,True,False
577,B1576,SJ032,651,20251020,INVALID,6F,False,False,False
578,B1577,6F050,121,20260124,CONFIRMED,23A,True,False,False
579,B1578,AI134,606,20251225,PENDING,6B,False,False,True
580,B1579,6F182,452,20250424,CONFIRMED,28E,True,False,False
581,B1580,SJ086,965,20251008,CONFIRMED,20D,True,False,False
582,B1581,6F170,129,20250806,CONFIRMED,3D,True,False,False
583,B1582,UK168,91,20250424,PENDING,34B,False,False,True
584,B1583,SJ072,604,20260222,INVALID,33D,False,False,False
585,B1584,UK075,575,20250428,CANCELLED,21C,False,True,False
586,B1585,6F233,29,20260108,CANCELLED,1C,False,True,False
587,B1586,SJ143,722,20251113,CANCELLED,25B,False,True,False
588,B1587,SJ246,524,20250628,PENDING,34E,False,False,True
589,B1588,SJ247,333,20251104,CONFIRMED,10B,True,False,False
590,B1589,UK157,297,20250831,PENDING,3D,False,False,True
591,B1590,UK069,130,20260401,CONFIRMED,25B,True,False,False
592,B1591,AI106,293,20251120,CANCELLED,8A,False,True,False
593,B1592,UK085,173,20251117,CONFIRMED,24F,True,False,False
594,B1593,6F087,720,20250924,INVALID,1A,False,False,False
595,B1594,AI067,944,20250601,CONFIRMED,25E,True,False,False
596,B1595,6F226,24,20260107,PENDING,4E,False,False,True
597,B1596,SJ210,99,20251220,CONFIRMED,15E,True,False,False
598,B1597,6F269,406,20251023,CONFIRMED,33A,True,False,False
599,B1598,UK013,356,20260102,CONFIRMED,11B,True,False,False
600,B1599,UK013,139,20250930,PENDING,9E,False,False,True
601,B1600,UK143,503,20250720,PENDING,2C,False,False,True
602,B1601,6F262,826,20250907,PENDING,28D,False,False,True
603,B1602,6F042,174,20250707,INVALID,2A,False,False,False
604,B1603,SJ118,29,20251206,CANCELLED,17E,False,True,False
605,B1604,SJ118,931,20251117,CANCELLED,3C,False,True,False
606,B1605,SJ082,496,20251003,CANCELLED,6C,False,True,False
607,B1606,6F015,655,20250718,CONFIRMED,23E,True,False,False
608,B1607,AI101,828,20260202,INVALID,30F,False,False,False
609,B1608,SJ110,351,20250628,CANCELLED,10B,False,True,False
610,B1609,SJ042,554,20251021,CANCELLED,19D,False,True,False
611,B1610,6F145,299,20251013,CONFIRMED,27A,True,False,False
612,B1611,UK029,720,20260105,CANCELLED,14C,False,True,False
613,B1612,SJ200,842,20250418,CANCELLED,28C,False,True,False
614,B1613,SJ209,945,20260129,CONFIRMED,6A,True,False,False
615,B1614,AI116,192,20250511,INVALID,30B,False,False,False
616,B1615,6F117,672,20250523,CANCELLED,33B,False,True,False
617,B1616,SJ181,64,20251223,PENDING,17A,False,False,True
618,B1617,AI070,755,20250510,INVALID,18A,False,False,False
619,B1618,AI070,770,20260119,CONFIRMED,1B,True,False,False
620,B1619,UK042,664,20260205,PENDING,13A,False,False,True
621,B1620,AI169,215,20260224,PENDING,1B,False,False,True
622,B1621,6F021,834,20251221,PENDING,27A,False,False,True
623,B1622,SJ046,166,20250623,PENDING,19F,False,False,True
624,B1623,AI211,543,20250817,CANCELLED,22B,False,True,False
625,B1624,SJ091,883,20251220,CANCELLED,34F,False,True,False
626,B1625,AI123,232,20260405,PENDING,7D,False,False,True
627,B1626,6F053,794,20250417,CANCELLED,25C,False,True,False
628,B1627,UK012,541,20260109,PENDING,27E,False,False,True
629,B1628,6F023,195,20251125,PENDING,33A,False,False,True
630,B1629,AI250,506,20260102,CONFIRMED,11A,True,False,False
631,B1630,AI238,334,20260407,PENDING,26F,False,False,True
632,B1631,UK096,768,20260217,CANCELLED,24F,False,True,False
633,B1632,UK126,793,20260330,PENDING,1D,False,False,True
634,B1633,SJ195,304,20250830,CONFIRMED,8E,True,False,False
635,B1634,SJ171,833,20251225,CANCELLED,1C,False,True,False
636,B1635,AI136,437,20250814,INVALID,7C,False,False,False
637,B1636,SJ192,323,20250527,CONFIRMED,22B,True,False,False
638,B1637,6F035,502,20251201,PENDING,27C,False,False,True
639,B1638,UK088,858,20260223,CONFIRMED,22C,True,False,False
640,B1639,6F009,914,20250914,CONFIRMED,24E,True,False,False
641,B1640,6F004,393,20260128,CANCELLED,30B,False,True,False
642,B1641,UK122,806,20260327,INVALID,28D,False,False,False
643,B1642,AI251,599,20260215,PENDING,4E,False,False,True
644,B1643,AI027,149,20260204,PENDING,14A,False,False,True
645,B1644,SJ165,761,20251020,PENDING,20E,False,False,True
646,B1645,UK081,833,20250816,CONFIRMED,17D,True,False,False
647,B1646,UK191,405,20250927,CANCELLED,28C,False,True,False
648,B1647,SJ188,283,20251106,PENDING,14F,False,False,True
649,B1648,6F016,362,20250809,CONFIRMED,33D,True,False,False
650,B1649,6F064,379,20260405,PENDING,4F,False,False,True
651,B1650,SJ105,198,20260403,INVALID,10D,False,False,False
652,B1651,SJ054,556,20250909,CANCELLED,21B,False,True,False
653,B1652,6F197,356,20251219,PENDING,23C,False,False,True
654,B1653,AI040,540,20260326,CANCELLED,31B,False,True,False
655,B1654,AI131,429,20250814,INVALID,31A,False,False,False
656,B1655,6F141,17,20251009,PENDING,7D,False,False,True
657,B1656,UK035,639,20250512,CONFIRMED,26E,True,False,False
658,B1657,AI005,379,20250828,CONFIRMED,12B,True,False,False
659,B1658,AI001,680,20250622,CONFIRMED,18D,True,False,False
660,B1659,UK211,506,20260117,PENDING,6D,False,False,True
661,B1660,SJ189,756,20260404,CANCELLED,12D,False,True,False
662,B1661,UK006,899,20250421,PENDING,18D,False,False,True
663,B1662,6F189,76,20251013,CONFIRMED,17A,True,False,False
664,B1663,AI133,231,20250516,CANCELLED,15B,False,True,False
665,B1664,SJ216,716,20251108,CONFIRMED,25B,True,False,False
666,B1665,SJ133,962,20260304,CANCELLED,29D,False,True,False
667,B1666,UK082,248,20260305,PENDING,32C,False,False,True
668,B1667,6F136,302,20260216,CANCELLED,32C,False,True,False
669,B1668,6F039,726,20250430,PENDING,3B,False,False,True
670,B1669,AI011,215,20250616,CONFIRMED,3E,True,False,False
671,B1670,SJ225,158,20250512,CANCELLED,16C,False,True,False
672,B1671,SJ024,69,20250708,CONFIRMED,22C,True,False,False
673,B1672,AI109,393,20250801,CANCELLED,14E,False,True,False
674,B1673,AI147,85,20250612,INVALID,28B,False,False,False
675,B1674,UK057,267,20251103,CANCELLED,18C,False,True,False
676,B1675,6F111,69,20250801,CANCELLED,9A,False,True,False
677,B1676,AI197,611,20260414,PENDING,24C,False,False,True
678,B1677,UK127,347,20260131,PENDING,29C,False,False,True
679,B1678,6F240,962,20251231,PENDING,24B,False,False,True
680,B1679,6F257,728,20250817,CANCELLED,25A,False,True,False
681,B1680,AI253,927,20260319,INVALID,11F,False,False,False
682,B1681,SJ135,673,20260402,CANCELLED,15C,False,True,False
683,B1682,UK112,423,20250710,CANCELLED,20B,False,True,False
684,B1683,AI050,606,20250807,CONFIRMED,9C,True,False,False
685,B1684,UK060,174,20251118,PENDING,8E,False,False,True
686,B1685,SJ183,677,20250515,CANCELLED,25E,False,True,False
687,B1686,UK138,115,20251117,CONFIRMED,23E,True,False,False
688,B1687,SJ071,220,20251012,PENDING,22F,False,False,True
689,B1688,AI057,956,20250614,PENDING,9D,False,False,True
690,B1689,SJ151,31,20250710,CANCELLED,20B,False,True,False
691,B1690,SJ144,523,20250628,PENDING,12C,False,False,True
692,B1691,SJ087,343,20260123,PENDING,12E,False,False,True
693,B1692,SJ066,377,20260402,CONFIRMED,18A,True,False,False
694,B1693,AI247,130,20260102,CONFIRMED,11F,True,False,False
695,B1694,SJ102,1000,20260401,PENDING,24D,False,False,True
696,B1695,6F252,617,20260413,CONFIRMED,4F,True,False,False
697,B1696,6F055,539,20251128,PENDING,11C,False,False,True
698,B1697,AI204,739,20251112,CANCELLED,34B,False,True,False
699,B1698,AI016,2,20260202,CONFIRMED,31D,True,False,False
700,B1699,AI209,871,20251211,PENDING,15D,False,False,True
701,B1700,SJ211,101,20260104,PENDING,14B,False,False,True
702,B1701,6F103,533,20251016,CONFIRMED,13F,True,False,False
703,B1702,UK182,58,20250422,CONFIRMED,31F,True,False,False
704,B1703,6F264,389,20251225,CANCELLED,19B,False,True,False
705,B1704,6F027,692,20250723,PENDING,29A,False,False,True
706,B1705,UK198,941,20260131,CANCELLED,3B,False,True,False
707,B1706,6F171,341,20250907,CANCELLED,15C,False,True,False
708,B1707,AI004,861,20250705,CANCELLED,1B,False,True,False
709,B1708,6F157,20,20251122,CONFIRMED,3C,True,False,False
710,B1709,AI018,255,20251003,CANCELLED,22B,False,True,False
711,B1710,UK098,317,20250805,CONFIRMED,21E,True,False,False
712,B1711,6F167,38,20260129,INVALID,4C,False,False,False
713,B1712,AI228,660,20250906,CANCELLED,17C,False,True,False
714,B1713,SJ242,537,20250831,CANCELLED,17D,False,True,False
715,B1714,6F227,386,20251211,PENDING,34C,False,False,True
716,B1715,6F037,633,20250827,CANCELLED,20C,False,True,False
717,B1716,6F107,928,20251222,PENDING,28A,False,False,True
718,B1717,SJ125,26,20251106,CANCELLED,14A,False,True,False
719,B1718,UK117,454,20250617,CANCELLED,9B,False,True,False
720,B1719,6F192,681,20251112,CANCELLED,29E,False,True,False
721,B1720,AI201,323,20251127,CANCELLED,27B,False,True,False
722,B1721,SJ126,737,20260325,PENDING,21A,False,False,True
723,B1722,AI177,513,20260210,PENDING,5E,False,False,True
724,B1723,AI092,819,20251223,CANCELLED,26B,False,True,False
725,B1724,6F076,773,20251010,CANCELLED,11D,False,True,False
726,B1725,AI185,13,20250429,PENDING,1E,False,False,True
727,B1726,AI055,915,20250514,CONFIRMED,2B,True,False,False
728,B1727,6F222,908,20260315,CONFIRMED,27D,True,False,False
729,B1728,AI090,560,20251212,CONFIRMED,1C,True,False,False
730,B1729,AI183,921,20250603,PENDING,4F,False,False,True
731,B1730,AI041,825,20250429,PENDING,25F,False,False,True
732,B1731,6F210,371,20250712,CONFIRMED,25F,True,False,False
733,B1732,AI170,291,20260115,CONFIRMED,3A,True,False,False
734,B1733,SJ008,332,20260416,CANCELLED,2E,False,True,False
735,B1734,AI049,606,20250929,PENDING,27E,False,False,True
736,B1735,SJ132,261,20250512,PENDING,34E,False,False,True
737,B1736,SJ224,994,20260126,CONFIRMED,28E,True,False,False
738,B1737,UK038,790,20250611,CONFIRMED,1E,True,False,False
739,B1738,SJ220,871,20250814,PENDING,27B,False,False,True
740,B1739,6F124,205,20250629,CANCELLED,34F,False,True,False
741,B1740,SJ164,697,20251116,CONFIRMED,14D,True,False,False
742,B1741,AI026,687,20250518,PENDING,18E,False,False,True
743,B1742,6F144,950,20250914,PENDING,16D,False,False,True
744,B1743,6F137,387,20251121,INVALID,6F,False,False,False
745,B1744,UK139,892,20250905,CANCELLED,10A,False,True,False
746,B1745,UK139,821,20250520,CONFIRMED,27B,True,False,False
747,B1746,SJ140,468,20250831,CONFIRMED,34D,True,False,False
748,B1747,6F131,415,20250420,CONFIRMED,9F,True,False,False
749,B1748,UK128,69,20251115,PENDING,9A,False,False,True
750,B1749,SJ219,472,20260219,CONFIRMED,23D,True,False,False
751,B1750,SJ159,104,20250921,PENDING,33D,False,False,True
752,B1751,UK192,758,20250919,CONFIRMED,17E,True,False,False
753,B1752,AI014,161,20250813,CANCELLED,34F,False,True,False
754,B1753,SJ152,200,20250808,CANCELLED,5C,False,True,False
755,B1754,SJ060,216,20260211,PENDING,3C,False,False,True
756,B1755,AI127,946,20260217,CANCELLED,10F,False,True,False
757,B1756,SJ096,212,20260127,PENDING,11F,False,False,True
758,B1757,AI215,508,20250424,PENDING,22B,False,False,True
759,B1758,UK009,16,20260228,CANCELLED,26B,False,True,False
760,B1759,AI171,498,20251026,PENDING,16F,False,False,True
761,B1760,UK151,884,20260114,CANCELLED,31B,False,True,False
762,B1761,AI099,332,20250522,CONFIRMED,15A,True,False,False
763,B1762,UK050,717,20250604,CONFIRMED,32B,True,False,False
764,B1763,UK092,877,20251006,CANCELLED,3B,False,True,False
765,B1764,SJ058,551,20250620,CANCELLED,13B,False,True,False
766,B1765,SJ090,601,20251221,CANCELLED,1C,False,True,False
767,B1766,6F173,942,20250907,CANCELLED,1F,False,True,False
768,B1767,AI186,256,20251119,CONFIRMED,6D,True,False,False
769,B1768,AI130,992,20260323,PENDING,13C,False,False,True
770,B1769,SJ111,766,20251123,INVALID,6F,False,False,False
771,B1770,6F203,728,20250804,CONFIRMED,8D,True,False,False
772,B1771,6F138,880,20250524,PENDING,1F,False,False,True
773,B1772,6F109,815,20250829,INVALID,10B,False,False,False
774,B1773,AI074,172,20260101,PENDING,16E,False,False,True
775,B1774,UK161,649,20260107,CANCELLED,1B,False,True,False
776,B1775,AI008,1000,20250619,CANCELLED,14B,False,True,False
777,B1776,UK121,498,20251227,CANCELLED,17A,False,True,False
778,B1777,6F154,471,20250426,CONFIRMED,11A,True,False,False
779,B1778,6F161,384,20250801,CONFIRMED,10D,True,False,False
780,B1779,6F153,690,20260201,PENDING,22B,False,False,True
781,B1780,6F225,589,20260210,PENDING,11B,False,False,True
782,B1781,AI191,700,20260209,PENDING,18C,False,False,True
783,B1782,AI218,507,20250818,CONFIRMED,25F,True,False,False
784,B1783,6F267,992,20250928,PENDING,25D,False,False,True
785,B1784,UK125,527,20250820,CANCELLED,1B,False,True,False
786,B1785,6F208,804,20250819,PENDING,1B,False,False,True
787,B1786,6F119,831,20260212,CANCELLED,26B,False,True,False
788,B1787,AI063,325,20250711,CONFIRMED,1E,True,False,False
789,B1788,UK016,214,20250605,CANCELLED,2B,False,True,False
790,B1789,6F048,208,20260113,CANCELLED,30F,False,True,False
791,B1790,6F266,169,20250423,CANCELLED,28A,False,True,False
792,B1791,AI167,330,20260224,CONFIRMED,3C,True,False,False
793,B1792,6F165,280,20260117,CONFIRMED,8E,True,False,False
794,B1793,SJ104,978,20251125,CONFIRMED,14C,True,False,False
795,B1794,UK160,305,20250626,CONFIRMED,8D,True,False,False
796,B1795,UK160,146,20260321,PENDING,9C,False,False,True
797,B1796,SJ230,775,20251128,CONFIRMED,9B,True,False,False
798,B1797,AI042,516,20250603,CANCELLED,1A,False,True,False
799,B1798,UK197,90,20250516,CONFIRMED,23E,True,False,False
800,B1799,AI107,453,20260205,PENDING,16E,False,False,True
801,B1800,SJ128,60,20250822,PENDING,7F,False,False,True
802,B1801,6F121,311,20260414,PENDING,34F,False,False,True
803,B1802,AI111,528,20250630,INVALID,16B,False,False,False
804,B1803,SJ137,227,20260221,CONFIRMED,24F,True,False,False
805,B1804,AI232,474,20251112,CONFIRMED,1F,True,False,False
806,B1805,SJ113,978,20251026,CONFIRMED,14B,True,False,False
807,B1806,AI117,541,20250802,CANCELLED,17A,False,True,False
808,B1807,6F185,663,20250628,CANCELLED,12C,False,True,False
809,B1808,AI194,757,20260126,PENDING,3B,False,False,True
810,B1809,UK045,782,20260409,PENDING,13B,False,False,True
811,B1810,6F228,79,20260320,CONFIRMED,34B,True,False,False
812,B1811,SJ190,433,20260404,CANCELLED,25A,False,True,False
813,B1812,AI156,801,20260106,CANCELLED,8A,False,True,False
814,B1813,AI104,153,20250421,INVALID,9D,False,False,False
815,B1814,UK033,789,20250622,CONFIRMED,26C,True,False,False
816,B1815,UK137,401,20250501,PENDING,3C,False,False,True
817,B1816,UK214,279,20250621,PENDING,20F,False,False,True
818,B1817,6F033,57,20250607,PENDING,28D,False,False,True
819,B1818,AI114,977,20251107,CONFIRMED,26B,True,False,False
820,B1819,AI017,186,20260119,CONFIRMED,21E,True,False,False
821,B1820,6F244,398,20251201,PENDING,18E,False,False,True
822,B1821,6F160,605,20251127,PENDING,1C,False,False,True
823,B1822,6F088,788,20260105,CANCELLED,17D,False,True,False
824,B1823,6F155,158,20251126,CANCELLED,19E,False,True,False
825,B1824,AI095,787,20260415,PENDING,9B,False,False,True
826,B1825,6F139,693,20250517,PENDING,5E,False,False,True
827,B1826,6F101,359,20250711,CANCELLED,19A,False,True,False
828,B1827,AI054,440,20250623,PENDING,20D,False,False,True
829,B1828,SJ094,589,20250518,CANCELLED,25B,False,True,False
830,B1829,6F217,466,20260115,CANCELLED,4E,False,True,False
831,B1830,6F100,663,20260415,CANCELLED,23C,False,True,False
832,B1831,6F081,446,20260205,CONFIRMED,21C,True,False,False
833,B1832,SJ156,750,20250617,CONFIRMED,4D,True,False,False
834,B1833,6F060,801,20250607,PENDING,27D,False,False,True
835,B1834,UK129,743,20250814,CANCELLED,33E,False,True,False
836,B1835,UK032,488,20260207,CONFIRMED,2E,True,False,False
837,B1836,AI166,530,20250923,PENDING,13A,False,False,True
838,B1837,SJ056,73,20251031,PENDING,22F,False,False,True
839,B1838,SJ101,929,20250612,PENDING,18F,False,False,True
840,B1839,SJ065,928,20250509,PENDING,9C,False,False,True
841,B1840,SJ100,701,20250419,PENDING,34A,False,False,True
842,B1841,UK011,950,20251024,CANCELLED,1E,False,True,False
843,B1842,6F062,17,20260217,PENDING,3B,False,False,True
844,B1843,SJ176,531,20250815,CANCELLED,23E,False,True,False
845,B1844,6F120,731,20251126,CONFIRMED,3B,True,False,False
846,B1845,AI121,326,20260305,PENDING,24A,False,False,True
847,B1846,UK072,995,20250830,CONFIRMED,34F,True,False,False
848,B1847,AI006,632,20260406,CANCELLED,11B,False,True,False
849,B1848,SJ231,613,20250519,CANCELLED,30D,False,True,False
850,B1849,SJ129,546,20250624,INVALID,12E,False,False,False
851,B1850,6F110,596,20250421,PENDING,33B,False,False,True
852,B1851,6F231,921,20251126,PENDING,2D,False,False,True
853,B1852,6F095,708,20250809,CONFIRMED,33E,True,False,False
854,B1853,UK054,842,20250505,CONFIRMED,18F,True,False,False
855,B1854,SJ123,202,20250810,CONFIRMED,29D,True,False,False
856,B1855,6F006,344,20260104,PENDING,3D,False,False,True
857,B1856,UK226,853,20250504,PENDING,4E,False,False,True
858,B1857,AI065,523,20260307,PENDING,17E,False,False,True
859,B1858,6F008,859,20251125,INVALID,10B,False,False,False
860,B1859,AI195,400,20251111,PENDING,7B,False,False,True
861,B1860,UK043,218,20250801,INVALID,3A,False,False,False
862,B1861,AI125,445,20251015,CONFIRMED,25E,True,False,False
863,B1862,AI089,765,20251005,PENDING,21A,False,False,True
864,B1863,UK019,222,20260212,CONFIRMED,22C,True,False,False
865,B1864,UK078,383,20250927,CANCELLED,22C,False,True,False
866,B1865,SJ009,881,20250728,CANCELLED,15E,False,True,False
867,B1866,UK178,592,20260128,CONFIRMED,7A,True,False,False
868,B1867,UK018,7,20251123,CONFIRMED,13D,True,False,False
869,B1868,SJ059,272,20260410,CANCELLED,29E,False,True,False
870,B1869,UK108,739,20260204,CONFIRMED,19C,True,False,False
871,B1870,6F045,16,20250425,CANCELLED,5D,False,True,False
872,B1871,AI144,424,20251004,CANCELLED,23E,False,True,False
873,B1872,AI244,524,20250709,PENDING,26E,False,False,True
874,B1873,6F265,803,20250425,CONFIRMED,11B,True,False,False
