payment_key,payment_id,booking_key,payment_method_key,amount,amount_valid,payment_status
612,PAY1611,68,3,4488.44,True,VALID
613,PAY1612,596,3,11063.32,True,VALID
614,PAY1613,979,3,9450.85,True,VALID
615,PAY1614,42,3,13829.91,True,VALID
616,PAY1615,731,2,,False,INVALID
617,PAY1616,57,2,3173.87,True,VALID
618,PAY1617,738,1,12049.41,True,VALID
619,PAY1618,196,1,6019.11,True,VALID
620,PAY1619,760,3,2656.83,True,VALID
621,PAY1620,678,1,14950.31,True,VALID
622,PAY1621,62,1,12021.5,True,VALID
623,PAY1622,263,3,6722.37,True,VALID
624,PAY1623,112,2,,False,INVALID
625,PAY1624,765,2,10528.45,True,VALID
626,PAY1625,711,1,12059.65,True,VALID
627,PAY1626,178,2,12412.89,True,VALID
628,PAY1627,948,2,2186.2,True,VALID
629,PAY1628,26,1,9721.62,True,VALID
630,PAY1629,410,3,1095.0,True,VALID
631,PAY1630,758,1,1608.39,True,VALID
632,PAY1631,531,1,13655.72,True,VALID
633,PAY1632,777,1,8385.89,True,VALID
634,PAY1633,317,3,11302.63,True,VALID
635,PAY1634,532,3,12739.01,True,VALID
636,PAY1635,106,3,14294.21,True,VALID
637,PAY1636,749,3,13170.94,True,VALID
638,PAY1637,818,1,7766.36,True,VALID
639,PAY1638,464,2,5703.58,True,VALID
640,PAY1639,246,1,3162.91,True,VALID
641,PAY1640,81,3,6604.5,True,VALID
642,PAY1641,662,2,6130.91,True,VALID
643,PAY1642,909,1,8834.05,True,VALID
644,PAY1643,396,2,10317.13,True,VALID
645,PAY1644,522,3,,False,INVALID
646,PAY1645,833,2,11197.41,True,VALID
647,PAY1646,736,2,10012.48,True,VALID
648,PAY1647,926,3,5691.29,True,VALID
649,PAY1648,264,2,1483.05,True,VALID
650,PAY1649,661,1,5033.75,True,VALID
651,PAY1650,790,2,11758.27,True,VALID
652,PAY1651,274,1,3873.81,True,VALID
653,PAY1652,706,2,10970.63,True,VALID
654,PAY1653,944,2,9116.92,True,VALID
655,PAY1654,172,3,3406.0,True,VALID
656,PAY1655,265,3,4662.75,True,VALID
657,PAY1656,963,1,7948.25,True,VALID
658,PAY1657,822,3,,False,INVALID
659,PAY1658,26,3,11899.89,True,VALID
660,PAY1659,469,3,11281.66,True,VALID
661,PAY1660,862,3,9044.04,True,VALID
662,PAY1661,476,3,12511.85,True,VALID
663,PAY1662,356,1,8877.37,True,VALID
664,PAY1663,26,1,14501.45,True,VALID
665,PAY1664,34,3,,False,INVALID
666,PAY1665,264,3,10997.85,True,VALID
667,PAY1666,138,1,6179.22,True,VALID
668,PAY1667,816,2,4905.53,True,VALID
669,PAY1668,695,1,3525.42,True,VALID
670,PAY1669,875,2,8735.05,True,VALID
671,PAY1670,754,3,4016.57,True,VALID
672,PAY1671,566,3,3804.91,True,VALID
673,PAY1672,462,1,14867.45,True,VALID
674,PAY1673,168,3,12224.46,True,VALID
675,PAY1674,631,2,11475.88,True,VALID
676,PAY1675,655,2,12116.85,True,VALID
677,PAY1676,81,1,14564.92,True,VALID
678,PAY1677,757,2,,False,INVALID
679,PAY1678,914,1,4083.41,True,VALID
680,PAY1679,864,1,13070.93,True,VALID
681,PAY1680,870,2,11398.23,True,VALID
682,PAY1681,407,2,6800.32,True,VALID
683,PAY1682,574,2,7629.97,True,VALID
684,PAY1683,46,2,,False,INVALID
685,PAY1684,599,2,14019.19,True,VALID
686,PAY1685,611,2,5809.44,True,VALID
687,PAY1686,807,2,14488.78,True,VALID
688,PAY1687,911,3,13743.8,True,VALID
689,PAY1688,53,1,9827.3,True,VALID
690,PAY1689,984,1,9117.5,True,VALID
691,PAY1690,704,2,6181.25,True,VALID
692,PAY1691,959,1,1256.74,True,VALID
693,PAY1692,476,2,2786.72,True,VALID
694,PAY1693,592,3,11559.24,True,VALID
695,PAY1694,16,1,7601.56,True,VALID
696,PAY1695,360,1,3097.73,True,VALID
697,PAY1696,487,3,4695.45,True,VALID
698,PAY1697,838,3,14269.72,True,VALID
699,PAY1698,706,3,6139.86,True,VALID
700,PAY1699,502,1,13707.55,True,VALID
701,PAY1700,141,1,,False,INVALID
702,PAY1701,620,3,8605.08,True,VALID
703,PAY1702,815,3,1286.68,True,VALID
704,PAY1703,777,3,8306.25,True,VALID
705,PAY1704,447,3,,False,INVALID
706,PAY1705,290,3,,False,INVALID
707,PAY1706,209,2,9105.12,True,VALID
708,PAY1707,475,3,10060.35,True,VALID
709,PAY1708,413,2,10616.41,True,VALID
710,PAY1709,677,1,11869.65,True,VALID
711,PAY1710,427,1,,False,INVALID
712,PAY1711,854,2,8948.88,True,VALID
713,PAY1712,371,3,14742.11,True,VALID
714,PAY1713,832,1,13574.02,True,VALID
715,PAY1714,664,3,14337.32,True,VALID
716,PAY1715,967,3,6405.91,True,VALID
717,PAY1716,290,2,12016.99,True,VALID
718,PAY1717,432,1,9678.57,True,VALID
719,PAY1718,268,1,2158.29,True,VALID
720,PAY1719,151,2,12535.73,True,VALID
721,PAY1720,719,3,10479.42,True,VALID
722,PAY1721,255,3,,False,INVALID
723,PAY1722,353,1,2116.34,True,VALID
724,PAY1723,377,2,12718.31,True,VALID
725,PAY1724,653,2,2104.63,True,VALID
726,PAY1725,855,3,2278.95,True,VALID
727,PAY1726,358,3,6983.72,True,VALID
728,PAY1727,608,2,2887.17,True,VALID
729,PAY1728,941,1,13791.37,True,VALID
730,PAY1729,370,3,7583.98,True,VALID
731,PAY1730,227,2,8968.11,True,VALID
732,PAY1731,705,2,13993.49,True,VALID
733,PAY1732,303,2,8423.69,True,VALID
734,PAY1733,826,1,5950.28,True,VALID
735,PAY1734,389,3,12160.17,True,VALID
736,PAY1735,377,3,7199.9,True,VALID
737,PAY1736,973,3,5458.57,True,VALID
738,PAY1737,118,1,11125.21,True,VALID
739,PAY1738,5,3,12222.48,True,VALID
740,PAY1739,444,3,,False,INVALID
741,PAY1740,352,3,14687.44,True,VALID
742,PAY1741,755,3,12013.34,True,VALID
743,PAY1742,533,1,,False,INVALID
744,PAY1743,664,2,13004.79,True,VALID
745,PAY1744,640,2,1002.59,True,VALID
746,PAY1745,124,3,6074.04,True,VALID
747,PAY1746,658,3,11326.44,True,VALID
748,PAY1747,277,3,9396.07,True,VALID
749,PAY1748,822,1,,False,INVALID
750,PAY1749,394,3,5252.26,True,VALID
751,PAY1750,664,1,5715.1,True,VALID
752,PAY1751,360,3,8949.59,True,VALID
753,PAY1752,623,3,12642.38,True,VALID
754,PAY1753,469,2,14054.88,True,VALID
755,PAY1754,985,3,11501.29,True,VALID
756,PAY1755,628,1,12801.31,True,VALID
757,PAY1756,700,2,,False,INVALID
758,PAY1757,57,1,,False,INVALID
759,PAY1758,251,2,6497.92,True,VALID
760,PAY1759,896,1,9624.54,True,VALID
761,PAY1760,919,2,2739.31,True,VALID
762,PAY1761,150,1,9112.92,True,VALID
763,PAY1762,452,1,10311.86,True,VALID
764,PAY1763,162,3,7144.72,True,VALID
765,PAY1764,120,2,14344.34,True,VALID
766,PAY1765,582,2,9514.99,True,VALID
767,PAY1766,924,3,,False,INVALID
768,PAY1767,351,1,7709.03,True,VALID
769,PAY1768,99,1,10455.66,True,VALID
770,PAY1769,167,2,5530.81,True,VALID
771,PAY1770,810,1,2114.98,True,VALID
772,PAY1771,663,2,9168.1,True,VALID
773,PAY1772,838,2,14270.18,True,VALID
774,PAY1773,976,1,7791.01,True,VALID
775,PAY1774,514,1,13685.53,True,VALID
776,PAY1775,664,1,12690.33,True,VALID
777,PAY1776,401,3,3063.78,True,VALID
778,PAY1777,365,2,10914.38,True,VALID
779,PAY1778,577,1,,False,INVALID
780,PAY1779,326,3,4503.45,True,VALID
781,PAY1780,581,1,10617.14,True,VALID
782,PAY1781,633,2,11397.25,True,VALID
783,PAY1782,621,3,3518.55,True,VALID
784,PAY1783,828,2,13802.23,True,VALID
785,PAY1784,247,1,11516.06,True,VALID
786,PAY1785,434,1,14067.26,True,VALID
787,PAY1786,93,1,5439.03,True,VALID
788,PAY1787,268,3,14150.69,True,VALID
789,PAY1788,615,3,6159.25,True,VALID
790,PAY1789,943,3,1755.58,True,VALID
791,PAY1790,963,3,11681.57,True,VALID
792,PAY1791,624,1,10849.11,True,VALID
793,PAY1792,321,1,9370.75,True,VALID
794,PAY1793,923,1,7858.51,True,VALID
795,PAY1794,816,3,1450.31,True,VALID
796,PAY1795,856,3,9744.36,True,VALID
797,PAY1796,62,1,6835.68,True,VALID
798,PAY1797,300,1,8842.93,True,VALID
799,PAY1798,403,3,7010.5,True,VALID
800,PAY1799,955,2,14524.79,True,VALID
801,PAY1800,648,1,9457.52,True,VALID
802,PAY1801,567,1,11489.31,True,VALID
803,PAY1802,620,1,14108.86,True,VALID
804,PAY1803,303,3,9282.39,True,VALID
805,PAY1804,770,1,1168.88,True,VALID
806,PAY1805,253,1,1480.08,True,VALID
807,PAY1806,734,1,10832.74,True,VALID
808,PAY1807,478,1,4907.19,True,VALID
809,PAY1808,369,1,9111.32,True,VALID
810,PAY1809,679,2,3831.88,True,VALID
811,PAY1810,941,2,4783.48,True,VALID
812,PAY1811,160,1,8064.97,True,VALID
813,PAY1812,961,1,14657.97,True,VALID
814,PAY1813,166,1,9627.79,True,VALID
815,PAY1814,205,1,14106.07,True,VALID
816,PAY1815,267,3,14431.32,True,VALID
817,PAY1816,138,3,3913.54,True,VALID
818,PAY1817,368,3,,False,INVALID
819,PAY1818,443,2,11779.89,True,VALID
820,PAY1819,858,1,13134.7,True,VALID
821,PAY1820,760,3,8269.17,True,VALID
822,PAY1821,567,1,14905.16,True,VALID
823,PAY1822,916,1,1162.01,True,VALID
824,PAY1823,721,2,5194.3,True,VALID
825,PAY1824,17,2,9724.26,True,VALID
826,PAY1825,68,3,7570.06,True,VALID
827,PAY1826,133,3,2632.44,True,VALID
828,PAY1827,700,2,6149.02,True,VALID
829,PAY1828,919,2,1356.26,True,VALID
830,PAY1829,430,1,9998.44,True,VALID
831,PAY1830,308,1,13498.4,True,VALID
832,PAY1831,650,3,13388.24,True,VALID
833,PAY1832,174,3,,False,INVALID
834,PAY1833,412,2,7520.78,True,VALID
835,PAY1834,97,3,8168.44,True,VALID
836,PAY1835,683,1,2916.86,True,VALID
837,PAY1836,154,2,5774.24,True,VALID
838,PAY1837,695,1,3628.19,True,VALID
839,PAY1838,242,2,,False,INVALID
840,PAY1839,304,2,13806.55,True,VALID
841,PAY1840,285,1,8516.93,True,VALID
842,PAY1841,27,3,11188.7,True,VALID
843,PAY1842,402,3,2700.51,True,VALID
844,PAY1843,360,3,9519.49,True,VALID
845,PAY1844,60,3,10839.07,True,VALID
846,PAY1845,202,1,7338.75,True,VALID
847,PAY1846,762,2,4405.82,True,VALID
848,PAY1847,874,1,13283.24,True,VALID
849,PAY1848,581,3,11400.72,True,VALID
850,PAY1849,970,3,13598.0,True,VALID
851,PAY1850,370,1,,False,INVALID
852,PAY1851,533,2,14865.24,True,VALID
853,PAY1852,152,1,,False,INVALID
854,PAY1853,102,1,2214.47,True,VALID
855,PAY1854,899,1,5718.04,True,VALID
856,PAY1855,1000,2,2806.06,True,VALID
857,PAY1856,607,1,8323.82,True,VALID
858,PAY1857,446,1,9862.4,True,VALID
859,PAY1858,873,3,9096.04,True,VALID
860,PAY1859,229,1,4629.36,True,VALID
861,PAY1860,125,3,13723.54,True,VALID
862,PAY1861,770,3,1296.41,True,VALID
863,PAY1862,834,3,5872.19,True,VALID
864,PAY1863,999,2,11065.89,True,VALID
865,PAY1864,881,3,11737.0,True,VALID
866,PAY1865,938,1,6825.66,True,VALID
867,PAY1866,236,1,1236.74,True,VALID
868,PAY1867,162,3,9652.61,True,VALID
869,PAY1868,554,3,1883.33,True,VALID
870,PAY1869,788,1,2509.98,True,VALID
871,PAY1870,353,3,10103.51,True,VALID
872,PAY1871,68,2,5374.84,True,VALID
873,PAY1872,173,3,5872.42,True,VALID
874,PAY1873,843,2,7815.3,True,VALID
875,PAY1874,637,2,14700.1,True,VALID
876,PAY1875,682,2,14516.19,True,VALID
877,PAY1876,559,3,6827.65,True,VALID
878,PAY1877,261,2,4716.99,True,VALID
879,PAY1878,217,2,5236.29,True,VALID
880,PAY1879,817,3,4762.94,True,VALID
881,PAY1880,124,2,8451.44,True,VALID
882,PAY1881,805,3,9496.04,True,VALID
883,PAY1882,162,1,7842.91,True,VALID
884,PAY1883,201,2,6711.92,True,VALID
885,PAY1884,454,3,3957.99,True,VALID
886,PAY1885,402,1,7755.08,True,VALID
887,PAY1886,462,2,5775.44,True,VALID
888,PAY1887,275,2,8582.34,True,VALID
889,PAY1888,206,3,10452.65,True,VALID
890,PAY1889,40,1,9866.37,True,VALID
891,PAY1890,273,3,,False,INVALID
892,PAY1891,700,2,8784.73,True,VALID
893,PAY1892,867,2,4987.99,True,VALID
894,PAY1893,93,2,1339.36,True,VALID
895,PAY1894,42,2,9750.27,True,VALID
896,PAY1895,465,1,4535.96,True,VALID
897,PAY1896,379,1,10365.35,True,VALID
898,PAY1897,107,3,,False,INVALID
899,PAY1898,328,3,13822.99,True,VALID
900,PAY1899,65,3,14413.72,True,VALID
901,PAY1900,365,2,1147.36,True,VALID
902,PAY1901,821,3,14865.24,True,VALID
903,PAY1902,484,1,10562.26,True,VALID
904,PAY1903,647,3,10009.34,True,VALID
905,PAY1904,901,3,1212.98,True,VALID
906,PAY1905,24,1,13057.27,True,VALID
907,PAY1906,540,1,3036.88,True,VALID
908,PAY1907,62,2,12722.62,True,VALID
909,PAY1908,491,1,1217.88,True,VALID
910,PAY1909,273,1,10043.5,True,VALID
911,PAY1910,229,3,7087.22,True,VALID
912,PAY1911,20,1,3810.73,True,VALID
913,PAY1912,3,2,2505.86,True,VALID
914,PAY1913,421,3,7161.79,True,VALID
915,PAY1914,730,2,2726.28,True,VALID
916,PAY1915,911,1,7810.25,True,VALID
917,PAY1916,307,2,9753.04,True,VALID
918,PAY1917,432,2,12583.38,True,VALID
919,PAY1918,136,1,10501.09,True,VALID
920,PAY1919,909,1,1912.8,True,VALID
921,PAY1920,944,3,5304.06,True,VALID
922,PAY1921,515,3,,False,INVALID
923,PAY1922,193,3,,False,INVALID
924,PAY1923,585,1,13148.95,True,VALID
925,PAY1924,415,2,6182.07,True,VALID
926,PAY1925,873,2,,False,INVALID
927,PAY1926,118,3,13517.5,True,VALID
928,PAY1927,666,3,13434.66,True,VALID
929,PAY1928,209,1,12966.45,True,VALID
930,PAY1929,952,2,12831.14,True,VALID
931,PAY1930,34,3,7723.56,True,VALID
932,PAY1931,649,1,3484.04,True,VALID
933,PAY1932,318,3,7684.83,True,VALID
934,PAY1933,120,1,7924.37,True,VALID
935,PAY1934,627,2,7859.04,True,VALID
936,PAY1935,525,1,8542.82,True,VALID
937,PAY1936,581,3,4607.2,True,VALID
938,PAY1937,937,3,6127.38,True,VALID
939,PAY1938,845,2,7078.61,True,VALID
940,PAY1939,769,2,2835.7,True,VALID
941,PAY1940,89,3,7375.1,True,VALID
942,PAY1941,512,3,12346.57,True,VALID
943,PAY1942,47,3,12592.83,True,VALID
944,PAY1943,772,2,6761.89,True,VALID
945,PAY1944,740,3,8263.32,True,VALID
946,PAY1945,959,2,1471.1,True,VALID
947,PAY1946,692,3,10442.06,True,VALID
948,PAY1947,522,1,6664.48,True,VALID
949,PAY1948,284,1,7236.69,True,VALID
950,PAY1949,377,3,,False,INVALID
951,PAY1950,638,1,7465.68,True,VALID
952,PAY1951,134,2,1296.69,True,VALID
953,PAY1952,667,1,4184.87,True,VALID
954,PAY1953,248,1,7658.69,True,VALID
955,PAY1954,652,2,6941.55,True,VALID
956,PAY1955,318,1,13045.18,True,VALID
957,PAY1956,436,1,8589.93,True,VALID
958,PAY1957,176,3,10654.9,True,VALID
959,PAY1958,835,2,7570.53,True,VALID
960,PAY1959,686,2,7155.18,True,VALID
961,PAY1960,993,3,7248.01,True,VALID
962,PAY1961,586,3,,False,INVALID
963,PAY1962,351,1,8540.17,True,VALID
964,PAY1963,143,1,4506.21,True,VALID
965,PAY1964,967,1,13474.77,True,VALID
966,PAY1965,804,3,5663.2,True,VALID
967,PAY1966,398,2,3065.33,True,VALID
968,PAY1967,624,1,2351.71,True,VALID
969,PAY1968,718,3,1187.92,True,VALID
970,PAY1969,643,2,6919.99,True,VALID
971,PAY1970,369,3,3626.55,True,VALID
972,PAY1971,501,1,1303.07,True,VALID
973,PAY1972,622,3,8280.27,True,VALID
974,PAY1973,370,3,10519.7,True,VALID
975,PAY1974,579,3,2200.51,True,VALID
976,PAY1975,382,3,7452.89,True,VALID
977,PAY1976,86,2,11410.8,True,VALID
978,PAY1977,787,1,14801.3,True,VALID
979,PAY1978,739,2,10340.66,True,VALID
980,PAY1979,460,3,4427.75,True,VALID
981,PAY1980,950,3,11031.75,True,VALID
982,PAY1981,325,1,,False,INVALID
983,PAY1982,522,1,3965.19,True,VALID
984,PAY1983,489,2,12915.55,True,VALID
985,PAY1984,929,2,6983.66,True,VALID
986,PAY1985,397,1,14467.69,True,VALID
987,PAY1986,896,2,11120.61,True,VALID
988,PAY1987,355,3,10023.88,True,VALID
989,PAY1988,947,3,11196.94,True,VALID
990,PAY1989,288,1,7693.36,True,VALID
991,PAY1990,459,2,8073.17,True,VALID
992,PAY1991,624,3,12916.9,True,VALID
993,PAY1992,998,1,,False,INVALID
994,PAY1993,536,2,13561.41,True,VALID
995,PAY1994,291,3,13471.57,True,VALID
996,PAY1995,851,2,14670.86,True,VALID
997,PAY1996,838,2,10803.01,True,VALID
998,PAY1997,168,2,8032.22,True,VALID
999,PAY1998,950,1,3328.36,True,VALID
1000,PAY1999,621,3,10875.33,True,VALID
