flight_key,flight_id,airline_key,route_key,departure_date_key,arrival_date_key,departure_time,arrival_time,duration_minutes,is_overnight,is_anomaly
247,6F230,2,11,20260420,20260420,2026-04-20 03:34:41.704,2026-04-20 06:47:41.704,193.0,False,False
248,6F169,2,8,20260420,20260420,2026-04-20 03:27:41.703,2026-04-20 08:06:41.703,279.0,False,False
249,AI205,1,1,20260420,20260420,2026-04-20 03:26:41.703,2026-04-20 05:14:41.703,108.0,False,False
250,AI103,1,1,20260420,20260420,2026-04-20 03:26:41.702,2026-04-20 04:04:41.702,38.0,False,False
251,6F250,4,16,20260420,20260420,2026-04-20 03:26:41.701,2026-04-20 07:30:41.701,244.0,False,False
252,AI246,1,6,20260420,20260420,2026-04-20 03:22:41.704,2026-04-20 06:41:41.704,199.0,False,False
253,6F187,2,10,20260420,20260420,2026-04-20 03:19:41.703,2026-04-20 07:37:41.703,258.0,False,False
254,AI082,1,18,20260420,20260420,2026-04-20 03:19:41.702,2026-04-20 06:01:41.702,162.0,False,False
255,UK116,5,12,20260420,20260420,2026-04-20 03:18:41.702,2026-04-20 07:06:41.702,228.0,False,False
256,SJ169,3,10,20260420,20260420,2026-04-20 03:10:41.703,2026-04-20 07:56:41.703,286.0,False,False
257,AI175,1,9,20260420,20260420,2026-04-20 03:08:41.703,2026-04-20 06:55:41.703,227.0,False,False
258,SJ098,3,25,20260420,20260420,2026-04-20 03:02:41.702,2026-04-20 03:37:41.702,35.0,False,False
259,SJ191,3,1,20260420,20260420,2026-04-20 03:01:41.703,2026-04-20 04:23:41.703,82.0,False,False
260,SJ017,3,20,20260420,20260420,2026-04-20 02:57:41.701,2026-04-20 05:00:41.701,123.0,False,False
261,UK188,5,26,20260420,20260420,2026-04-20 02:55:41.703,2026-04-20 03:44:41.703,49.0,False,False
262,AI196,1,30,20260420,20260420,2026-04-20 02:52:41.703,2026-04-20 04:25:41.703,93.0,False,False
263,AI068,1,6,20260420,20260420,2026-04-20 02:48:41.702,2026-04-20 04:48:42.000,120.0,False,False
264,SJ097,3,7,20260420,20260420,2026-04-20 02:37:41.702,2026-04-20 05:27:41.702,170.0,False,False
265,SJ030,3,19,20260420,20260420,2026-04-20 02:36:41.701,2026-04-20 03:19:41.701,43.0,False,False
266,6F179,2,25,20260420,20260420,2026-04-20 02:25:41.703,2026-04-20 06:40:41.703,255.0,False,False
267,6F156,2,27,20260420,20260420,2026-04-20 02:23:41.703,2026-04-20 04:57:41.703,154.0,False,False
268,6F250,4,11,20260420,20260420,2026-04-20 02:23:41.702,2026-04-20 02:56:41.702,33.0,False,False
269,SJ057,3,7,20260420,20260420,2026-04-20 02:17:41.701,2026-04-20 05:29:41.701,192.0,False,False
270,6F036,2,11,20260420,20260420,2026-04-20 02:14:41.701,2026-04-20 06:57:41.701,283.0,False,False
271,6F201,2,12,20260420,20260420,2026-04-20 02:09:41.703,2026-04-20 06:49:41.703,280.0,False,False
272,6F143,2,13,20260420,20260420,2026-04-20 02:09:41.702,2026-04-20 06:08:41.702,239.0,False,False
273,6F177,2,25,20260420,20260420,2026-04-20 02:03:41.703,2026-04-20 04:25:41.703,142.0,False,False
274,6F031,2,6,20260420,20260420,2026-04-20 02:00:41.701,2026-04-20 06:37:41.701,277.0,False,False
275,UK165,5,16,20260420,20260420,2026-04-20 01:51:41.703,2026-04-20 06:04:41.703,253.0,False,False
276,6F122,2,16,20260420,20260420,2026-04-20 01:44:41.702,2026-04-20 05:28:41.702,224.0,False,False
277,AI009,4,18,20260420,20260420,2026-04-20 01:31:41.701,2026-04-20 04:05:41.701,154.0,False,False
278,6F046,2,16,20260420,20260420,2026-04-20 01:27:41.701,2026-04-20 05:08:41.701,221.0,False,False
279,AI051,1,26,20260420,20260420,2026-04-20 01:27:41.701,2026-04-20 02:22:41.701,55.0,False,False
280,UK222,5,7,20260420,20260420,2026-04-20 01:22:41.704,2026-04-20 02:57:41.704,95.0,False,False
281,SJ127,3,8,20260420,20260420,2026-04-20 01:21:41.702,2026-04-20 03:58:41.702,157.0,False,False
282,AI226,4,4,20260420,20260420,2026-04-20 01:19:41.703,2026-04-20 04:08:41.703,169.0,False,False
283,AI216,1,7,20260420,20260420,2026-04-20 01:10:41.703,2026-04-20 02:34:41.703,84.0,False,False
284,6F058,2,7,20260420,20260420,2026-04-20 01:04:41.701,2026-04-20 03:33:41.701,149.0,False,False
285,SJ207,3,18,20260420,20260420,2026-04-20 00:52:41.703,2026-04-20 04:05:41.703,193.0,False,False
286,SJ198,3,12,20260420,20260420,2026-04-20 00:47:41.703,2026-04-20 05:28:41.703,281.0,False,False
287,SJ108,3,4,20260420,20260420,2026-04-20 00:40:41.702,2026-04-20 03:16:41.702,156.0,False,False
288,SJ155,3,18,20260420,20260420,2026-04-20 00:38:41.702,2026-04-20 05:38:41.702,300.0,False,False
289,6F193,2,10,20260420,20260420,2026-04-20 00:34:41.703,2026-04-20 02:32:41.703,118.0,False,False
290,6F019,2,1,20260420,20260420,2026-04-20 00:19:41.701,2026-04-20 04:14:41.701,235.0,False,False
291,AI102,1,11,20260420,20260420,2026-04-20 00:17:41.702,2026-04-20 05:08:41.702,291.0,False,False
292,6F166,2,7,20260420,20260420,2026-04-20 00:03:41.703,2026-04-20 04:33:41.703,270.0,False,False
293,UK175,5,1,20260419,20260420,2026-04-19 23:56:41.703,2026-04-20 03:18:41.703,202.0,True,False
294,6F010,2,16,20260419,20260420,2026-04-19 23:53:41.701,2026-04-20 03:44:41.701,231.0,True,False
295,AI234,1,10,20260419,20260420,2026-04-19 23:50:41.704,2026-04-20 01:34:41.704,104.0,True,False
296,UK135,5,24,20260419,20260420,2026-04-19 23:50:41.702,2026-04-20 01:43:41.702,113.0,True,False
297,6F272,4,25,20260419,20260420,2026-04-19 23:35:41.702,2026-04-20 00:22:41.702,47.0,True,False
298,AI061,1,7,20260419,20260420,2026-04-19 23:31:41.701,2026-04-20 01:02:41.701,91.0,True,False
299,6F070,2,24,20260419,20260420,2026-04-19 23:23:41.701,2026-04-20 02:24:41.701,181.0,True,False
300,AI015,1,2,20260419,20260420,2026-04-19 23:21:41.701,2026-04-20 01:15:41.701,114.0,True,False
301,SJ076,3,20,20260419,20260420,2026-04-19 23:01:41.701,2026-04-20 02:02:41.701,181.0,True,False
302,SJ029,4,24,20260419,20260420,2026-04-19 22:55:41.701,2026-04-20 00:22:41.701,87.0,True,False
303,SJ194,3,13,20260419,20260420,2026-04-19 22:46:41.703,2026-04-20 02:31:41.703,225.0,True,False
304,AI235,1,4,20260419,20260420,2026-04-19 22:45:41.704,2026-04-20 02:12:41.704,207.0,True,False
305,SJ048,3,26,20260419,20260420,2026-04-19 22:43:41.701,2026-04-20 00:19:41.701,96.0,True,False
306,SJ114,3,24,20260419,20260420,2026-04-19 22:42:41.702,2026-04-20 02:02:41.702,200.0,True,False
307,SJ146,3,21,20260419,20260420,2026-04-19 22:37:41.702,2026-04-20 00:33:41.702,116.0,True,False
308,UK041,5,25,20260419,20260419,2026-04-19 22:37:41.701,2026-04-19 23:44:41.701,67.0,False,False
309,6F075,2,7,20260419,20260420,2026-04-19 22:20:41.702,2026-04-20 03:02:41.702,282.0,True,False
310,SJ020,3,1,20260419,20260420,2026-04-19 22:18:41.701,2026-04-20 02:27:41.701,249.0,True,False
311,SJ099,4,26,20260419,20260420,2026-04-19 22:14:41.702,2026-04-20 00:34:41.702,140.0,True,False
312,6F078,2,7,20260419,20260419,2026-04-19 22:04:41.702,2026-04-19 23:37:41.702,93.0,False,False
313,UK219,5,9,20260419,20260420,2026-04-19 22:03:41.704,2026-04-20 02:21:41.704,258.0,True,False
314,UK223,5,13,20260419,20260419,2026-04-19 21:58:41.704,2026-04-19 22:30:41.704,32.0,False,False
315,UK227,5,9,20260419,20260420,2026-04-19 21:57:41.704,2026-04-20 01:47:41.704,230.0,True,False
316,6F260,4,13,20260419,20260420,2026-04-19 21:51:41.702,2026-04-20 01:14:41.702,203.0,True,False
317,AI096,1,13,20260419,20260420,2026-04-19 21:48:41.702,2026-04-20 02:46:41.702,298.0,True,False
318,6F022,2,26,20260419,20260420,2026-04-19 21:46:41.701,2026-04-20 02:05:41.701,259.0,True,False
319,6F237,2,25,20260419,20260420,2026-04-19 21:41:41.704,2026-04-20 00:44:41.704,183.0,True,False
320,UK146,5,10,20260419,20260420,2026-04-19 21:40:41.703,2026-04-20 00:08:41.703,148.0,True,False
321,SJ015,3,7,20260419,20260419,2026-04-19 21:40:41.701,2026-04-19 22:52:41.701,72.0,False,False
322,AI108,1,2,20260419,20260420,2026-04-19 21:32:41.702,2026-04-20 00:17:41.702,165.0,True,False
323,UK020,5,26,20260419,20260419,2026-04-19 21:23:41.701,2026-04-19 22:38:41.701,75.0,False,False
324,6F113,2,7,20260419,20260420,2026-04-19 21:04:41.702,2026-04-20 01:30:41.702,266.0,True,False
325,6F112,2,24,20260419,20260419,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,136.0,False,False
326,6F246,2,24,20260419,20260419,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,136.0,False,False
327,UK158,5,10,20260419,20260419,2026-04-19 20:49:41.703,2026-04-19 21:22:41.703,33.0,False,False
328,UK159,5,11,20260419,20260419,2026-04-19 20:45:41.703,2026-04-19 23:32:41.703,167.0,False,False
329,UK084,5,29,20260419,20260420,2026-04-19 20:44:41.702,2026-04-20 00:20:41.702,216.0,True,False
330,SJ206,3,18,20260419,20260420,2026-04-19 20:43:41.703,2026-04-20 01:21:41.703,278.0,True,False
331,UK044,5,1,20260419,20260419,2026-04-19 20:31:41.701,2026-04-19 23:29:41.701,178.0,False,False
332,SJ036,3,19,20260419,20260419,2026-04-19 20:24:41.701,2026-04-19 23:54:41.701,210.0,False,False
333,6F176,2,13,20260419,20260419,2026-04-19 20:23:42.000,2026-04-19 23:23:42.000,180.0,False,False
334,6F148,2,12,20260419,20260419,2026-04-19 20:23:41.703,2026-04-19 22:30:41.703,127.0,False,False
335,6F202,2,21,20260419,20260419,2026-04-19 20:18:41.703,2026-04-19 23:48:41.703,210.0,False,False
336,6F071,2,18,20260419,20260420,2026-04-19 20:18:41.702,2026-04-20 00:31:41.702,253.0,True,False
337,AI105,1,13,20260419,20260419,2026-04-19 20:16:41.702,2026-04-19 22:03:41.702,107.0,False,False
338,AI241,1,21,20260419,20260419,2026-04-19 20:11:41.704,2026-04-19 22:18:41.704,127.0,False,False
339,SJ162,3,19,20260419,20260419,2026-04-19 20:11:41.703,2026-04-19 22:30:41.703,139.0,False,False
340,6F003,2,22,20260419,20260419,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,187.0,False,False
341,6F249,2,22,20260419,20260419,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,187.0,False,False
342,AI237,1,7,20260419,20260419,2026-04-19 19:58:41.704,2026-04-19 23:13:41.704,195.0,False,False
343,SJ134,3,7,20260419,20260420,2026-04-19 19:58:41.702,2026-04-20 00:15:41.702,257.0,True,False
344,AI071,1,10,20260419,20260419,2026-04-19 19:55:41.702,2026-04-19 22:58:41.702,183.0,False,False
345,6F118,2,14,20260419,20260419,2026-04-19 19:52:41.702,2026-04-19 21:01:41.702,69.0,False,False
346,6F014,2,20,20260419,20260419,2026-04-19 19:42:41.701,2026-04-19 23:15:41.701,213.0,False,False
347,6F065,2,26,20260419,20260419,2026-04-19 19:40:41.701,2026-04-19 22:23:41.701,163.0,False,False
348,6F271,4,25,20260419,20260419,2026-04-19 19:33:41.702,2026-04-19 22:52:41.702,199.0,False,False
349,SJ070,3,28,20260419,20260419,2026-04-19 18:55:41.701,2026-04-19 20:48:41.701,113.0,False,False
350,6F007,2,25,20260419,20260419,2026-04-19 18:55:41.701,2026-04-19 19:54:41.701,59.0,False,False
351,UK007,5,19,20260419,20260419,2026-04-19 18:50:41.701,2026-04-19 21:04:41.701,134.0,False,False
352,AI097,1,25,20260419,20260419,2026-04-19 18:42:41.702,2026-04-19 23:34:41.702,292.0,False,False
353,6F256,4,7,20260419,20260419,2026-04-19 18:40:41.702,2026-04-19 19:13:41.702,33.0,False,False
354,UK047,5,4,20260419,20260419,2026-04-19 18:40:41.701,2026-04-19 22:45:41.701,245.0,False,False
355,AI024,1,27,20260419,20260419,2026-04-19 18:38:41.701,2026-04-19 19:45:41.701,67.0,False,False
356,UK113,5,13,20260419,20260419,2026-04-19 18:34:41.702,2026-04-19 22:58:41.702,264.0,False,False
357,SJ163,3,19,20260419,20260419,2026-04-19 18:32:41.703,2026-04-19 23:08:41.703,276.0,False,False
358,SJ208,3,19,20260419,20260419,2026-04-19 18:32:41.703,2026-04-19 19:33:41.703,61.0,False,False
359,SJ221,3,30,20260419,20260419,2026-04-19 18:31:41.703,2026-04-19 23:17:41.703,286.0,False,False
360,SJ084,3,25,20260419,20260419,2026-04-19 18:31:41.702,2026-04-19 19:30:41.702,59.0,False,False
361,6F127,2,22,20260419,20260419,2026-04-19 18:27:41.702,2026-04-19 22:28:41.702,241.0,False,False
362,AI122,1,7,20260419,20260419,2026-04-19 18:25:41.702,2026-04-19 22:36:41.702,251.0,False,False
363,AI139,1,25,20260419,20260419,2026-04-19 18:23:41.702,2026-04-19 19:24:41.702,61.0,False,False
364,UK149,5,29,20260419,20260419,2026-04-19 18:22:41.703,2026-04-19 23:08:41.703,286.0,False,False
365,AI149,1,9,20260419,20260419,2026-04-19 18:19:41.703,2026-04-19 21:36:41.703,197.0,False,False
366,SJ243,3,3,20260419,20260419,2026-04-19 18:17:41.704,2026-04-19 23:03:41.704,286.0,False,False
367,AI053,1,13,20260419,20260419,2026-04-19 18:04:41.701,2026-04-19 22:19:41.701,255.0,False,False
368,UK061,5,1,20260419,20260419,2026-04-19 17:58:41.701,2026-04-19 19:48:41.701,110.0,False,False
369,SJ004,3,29,20260419,20260419,2026-04-19 17:52:41.701,2026-04-19 21:01:41.701,189.0,False,False
370,AI173,1,24,20260419,20260419,2026-04-19 17:36:41.703,2026-04-19 22:27:41.703,291.0,False,False
371,6F085,2,25,20260419,20260419,2026-04-19 17:32:41.702,2026-04-19 19:32:42.000,120.0,False,False
372,AI252,4,24,20260419,20260419,2026-04-19 17:30:41.704,2026-04-19 21:54:41.704,264.0,False,False
373,SJ109,3,8,20260419,20260419,2026-04-19 17:24:41.702,2026-04-19 20:28:41.702,184.0,False,False
374,UK123,5,8,20260419,20260419,2026-04-19 17:24:41.702,2026-04-19 20:18:41.702,174.0,False,False
375,6F125,2,7,20260419,20260419,2026-04-19 17:09:41.702,2026-04-19 21:13:41.702,244.0,False,False
376,UK183,5,2,20260419,20260419,2026-04-19 17:07:41.703,2026-04-19 18:30:41.703,83.0,False,False
377,AI110,1,7,20260419,20260419,2026-04-19 17:07:41.702,2026-04-19 22:00:41.702,293.0,False,False
378,UK105,5,14,20260419,20260419,2026-04-19 17:04:41.702,2026-04-19 18:11:41.702,67.0,False,False
379,6F128,2,24,20260419,20260419,2026-04-19 16:56:41.702,2026-04-19 18:03:41.702,67.0,False,False
380,6F224,2,20,20260419,20260419,2026-04-19 16:53:41.704,2026-04-19 18:52:41.704,119.0,False,False
381,SJ130,3,8,20260419,20260419,2026-04-19 16:53:41.702,2026-04-19 20:53:41.702,240.0,False,False
382,AI224,1,19,20260419,20260419,2026-04-19 16:51:41.703,2026-04-19 21:36:41.703,285.0,False,False
383,SJ182,3,12,20260419,20260419,2026-04-19 16:48:41.703,2026-04-19 17:36:41.703,48.0,False,False
384,UK164,5,9,20260419,20260419,2026-04-19 16:46:41.703,2026-04-19 21:10:41.703,264.0,False,False
385,AI161,1,12,20260419,20260419,2026-04-19 16:40:41.703,2026-04-19 19:40:41.703,180.0,False,False
386,6F206,2,17,20260419,20260419,2026-04-19 16:39:41.703,2026-04-19 20:59:41.703,260.0,False,False
387,SJ204,3,13,20260419,20260419,2026-04-19 16:34:41.703,2026-04-19 18:15:41.703,101.0,False,False
388,AI206,1,15,20260419,20260419,2026-04-19 16:30:41.703,2026-04-19 20:01:41.703,211.0,False,False
389,6F140,2,14,20260419,20260419,2026-04-19 16:30:41.702,2026-04-19 18:21:41.702,111.0,False,False
390,6F253,4,26,20260419,20260419,2026-04-19 16:26:41.703,2026-04-19 18:24:41.703,118.0,False,False
391,SJ203,4,19,20260419,20260419,2026-04-19 16:22:41.703,2026-04-19 18:27:41.703,125.0,False,False
392,SJ161,3,26,20260419,20260419,2026-04-19 16:22:41.703,2026-04-19 17:04:41.703,42.0,False,False
393,AI098,1,25,20260419,20260419,2026-04-19 16:01:41.702,2026-04-19 18:11:41.702,130.0,False,False
394,AI168,4,18,20260419,20260419,2026-04-19 15:50:41.703,2026-04-19 20:20:41.703,270.0,False,False
395,UK190,5,16,20260419,20260419,2026-04-19 15:49:41.703,2026-04-19 18:53:41.703,184.0,False,False
396,AI085,1,19,20260419,20260419,2026-04-19 15:45:41.702,2026-04-19 20:33:41.702,288.0,False,False
397,AI076,1,1,20260419,20260419,2026-04-19 15:37:41.702,2026-04-19 16:12:41.702,35.0,False,False
398,UK130,5,26,20260419,20260419,2026-04-19 15:36:41.702,2026-04-19 19:43:41.702,247.0,False,False
399,6F038,2,25,20260419,20260419,2026-04-19 15:36:41.701,2026-04-19 19:33:41.701,237.0,False,False
400,UK110,5,24,20260419,20260419,2026-04-19 15:26:41.702,2026-04-19 20:13:41.702,287.0,False,False
401,SJ013,3,20,20260419,20260419,2026-04-19 15:25:41.701,2026-04-19 19:54:41.701,269.0,False,False
402,AI039,1,26,20260419,20260419,2026-04-19 15:24:41.701,2026-04-19 18:56:41.701,212.0,False,False
403,AI248,1,13,20260419,20260419,2026-04-19 15:17:41.704,2026-04-19 16:35:41.704,78.0,False,False
404,6F199,2,20,20260419,20260419,2026-04-19 15:15:41.703,2026-04-19 17:32:41.703,137.0,False,False
405,AI225,1,6,20260419,20260419,2026-04-19 15:05:41.703,2026-04-19 16:01:41.703,56.0,False,False
406,SJ028,3,12,20260419,20260419,2026-04-19 15:04:41.701,2026-04-19 19:32:41.701,268.0,False,False
407,SJ012,3,21,20260419,20260419,2026-04-19 15:01:41.701,2026-04-19 16:12:41.701,71.0,False,False
408,SJ131,3,30,20260419,20260419,2026-04-19 15:00:41.702,2026-04-19 16:07:41.702,67.0,False,False
409,AI010,1,9,20260419,20260419,2026-04-19 15:00:41.701,2026-04-19 19:48:41.701,288.0,False,False
410,6F020,2,9,20260419,20260419,2026-04-19 14:58:41.701,2026-04-19 16:43:41.701,105.0,False,False
411,SJ038,3,3,20260419,20260419,2026-04-19 14:57:41.701,2026-04-19 17:46:41.701,169.0,False,False
412,UK204,5,3,20260419,20260419,2026-04-19 14:46:41.703,2026-04-19 16:24:41.703,98.0,False,False
413,AI036,1,7,20260419,20260419,2026-04-19 14:45:41.701,2026-04-19 16:16:41.701,91.0,False,False
414,AI100,4,12,20260419,20260419,2026-04-19 14:42:41.702,2026-04-19 18:22:41.702,220.0,False,False
415,SJ215,3,13,20260419,20260419,2026-04-19 14:37:41.703,2026-04-19 16:12:41.703,95.0,False,False
416,UK155,5,30,20260419,20260419,2026-04-19 14:34:41.703,2026-04-19 18:37:41.703,243.0,False,False
417,SJ173,3,14,20260419,20260419,2026-04-19 14:27:41.703,2026-04-19 16:09:41.703,102.0,False,False
418,UK179,5,19,20260419,20260419,2026-04-19 14:25:41.703,2026-04-19 19:15:41.703,290.0,False,False
419,UK221,5,13,20260419,20260419,2026-04-19 14:18:41.704,2026-04-19 18:44:41.704,266.0,False,False
420,UK023,5,20,20260419,20260419,2026-04-19 14:15:41.701,2026-04-19 19:03:41.701,288.0,False,False
421,SJ107,3,10,20260419,20260419,2026-04-19 14:10:41.702,2026-04-19 18:38:41.702,268.0,False,False
422,AI073,1,6,20260419,20260419,2026-04-19 14:08:41.702,2026-04-19 16:10:41.702,122.0,False,False
423,SJ187,3,26,20260419,20260419,2026-04-19 14:07:41.703,2026-04-19 17:30:41.703,203.0,False,False
424,UK058,5,27,20260419,20260419,2026-04-19 13:46:41.701,2026-04-19 17:04:41.701,198.0,False,False
425,SJ063,3,27,20260419,20260419,2026-04-19 13:38:41.701,2026-04-19 15:23:41.701,105.0,False,False
426,SJ062,3,4,20260419,20260419,2026-04-19 13:37:41.701,2026-04-19 17:06:41.701,209.0,False,False
427,UK048,5,29,20260419,20260419,2026-04-19 13:36:41.701,2026-04-19 18:21:41.701,285.0,False,False
428,AI181,1,30,20260419,20260419,2026-04-19 13:29:41.703,2026-04-19 16:55:41.703,206.0,False,False
429,AI003,1,4,20260419,20260419,2026-04-19 13:27:41.701,2026-04-19 16:55:41.701,208.0,False,False
430,6F041,2,27,20260419,20260419,2026-04-19 13:19:41.701,2026-04-19 16:48:41.701,209.0,False,False
431,6F175,2,28,20260419,20260419,2026-04-19 13:18:41.703,2026-04-19 15:13:41.703,115.0,False,False
432,6F013,2,7,20260419,20260419,2026-04-19 13:15:41.701,2026-04-19 18:05:41.701,290.0,False,False
433,SJ040,3,7,20260419,20260419,2026-04-19 13:12:41.701,2026-04-19 16:44:41.701,212.0,False,False
434,SJ016,3,23,20260419,20260419,2026-04-19 13:01:41.701,2026-04-19 16:26:41.701,205.0,False,False
435,6F135,2,30,20260419,20260419,2026-04-19 12:59:41.702,2026-04-19 13:45:41.702,46.0,False,False
436,6F150,2,25,20260419,20260419,2026-04-19 12:55:41.703,2026-04-19 16:53:41.703,238.0,False,False
437,AI083,1,17,20260419,20260419,2026-04-19 12:54:41.702,2026-04-19 13:37:41.702,43.0,False,False
438,SJ166,3,14,20260419,20260419,2026-04-19 12:51:41.703,2026-04-19 16:18:41.703,207.0,False,False
439,SJ027,4,10,20260419,20260419,2026-04-19 12:50:41.701,2026-04-19 17:13:41.701,263.0,False,False
440,6F134,2,5,20260419,20260419,2026-04-19 12:47:41.702,2026-04-19 14:06:41.702,79.0,False,False
441,UK225,5,26,20260419,20260419,2026-04-19 12:46:41.704,2026-04-19 15:02:41.704,136.0,False,False
442,SJ175,3,26,20260419,20260419,2026-04-19 12:46:41.703,2026-04-19 16:50:41.703,244.0,False,False
443,AI182,1,24,20260419,20260419,2026-04-19 12:41:41.703,2026-04-19 17:14:41.703,273.0,False,False
444,AI190,1,7,20260419,20260419,2026-04-19 12:38:41.703,2026-04-19 15:56:41.703,198.0,False,False
445,AI120,1,28,20260419,20260419,2026-04-19 12:12:41.702,2026-04-19 14:18:41.702,126.0,False,False
446,6F132,2,27,20260419,20260419,2026-04-19 12:00:41.702,2026-04-19 13:00:42.000,60.0,False,False
447,UK102,5,23,20260419,20260419,2026-04-19 11:58:41.702,2026-04-19 14:01:41.702,123.0,False,False
448,AI045,1,25,20260419,20260419,2026-04-19 11:58:41.701,2026-04-19 14:37:41.701,159.0,False,False
449,UK136,5,23,20260419,20260419,2026-04-19 11:43:41.703,2026-04-19 15:26:41.703,223.0,False,False
450,SJ238,3,26,20260419,20260419,2026-04-19 11:41:41.704,2026-04-19 15:39:41.704,238.0,False,False
451,AI193,1,30,20260419,20260419,2026-04-19 11:33:41.703,2026-04-19 16:07:41.703,274.0,False,False
452,6F001,2,22,20260419,20260419,2026-04-19 11:33:41.700,2026-04-19 13:08:41.700,95.0,False,False
453,6F211,2,26,20260419,20260419,2026-04-19 11:29:41.703,2026-04-19 16:20:41.703,291.0,False,False
454,SJ199,3,22,20260419,20260419,2026-04-19 11:29:41.703,2026-04-19 13:59:41.703,150.0,False,False
455,SJ050,3,23,20260419,20260419,2026-04-19 11:24:41.701,2026-04-19 12:03:41.701,39.0,False,False
456,UK115,5,1,20260419,20260419,2026-04-19 11:20:41.702,2026-04-19 13:20:42.000,120.0,False,False
457,AI037,4,6,20260419,20260419,2026-04-19 11:14:41.701,2026-04-19 15:13:41.701,239.0,False,False
458,6F235,2,25,20260419,20260419,2026-04-19 11:06:41.704,2026-04-19 13:51:41.704,165.0,False,False
459,UK111,5,26,20260419,20260419,2026-04-19 11:06:41.702,2026-04-19 12:20:41.702,74.0,False,False
460,6F005,2,10,20260419,20260419,2026-04-19 11:04:41.701,2026-04-19 15:27:41.701,263.0,False,False
461,AI198,1,15,20260419,20260419,2026-04-19 10:56:41.703,2026-04-19 14:19:41.703,203.0,False,False
462,UK184,5,30,20260419,20260419,2026-04-19 10:49:41.703,2026-04-19 13:00:41.703,131.0,False,False
463,6F219,2,29,20260419,20260419,2026-04-19 10:32:41.704,2026-04-19 14:37:41.704,245.0,False,False
464,UK066,5,7,20260419,20260419,2026-04-19 10:29:41.701,2026-04-19 12:07:41.701,98.0,False,False
465,6F220,2,22,20260419,20260419,2026-04-19 10:27:41.704,2026-04-19 11:25:41.704,58.0,False,False
466,AI180,1,7,20260419,20260419,2026-04-19 10:19:41.703,2026-04-19 11:00:41.703,41.0,False,False
467,6F098,2,5,20260419,20260419,2026-04-19 10:18:41.702,2026-04-19 12:49:41.702,151.0,False,False
468,AI141,1,3,20260419,20260419,2026-04-19 10:16:41.702,2026-04-19 14:53:41.702,277.0,False,False
469,SJ170,3,1,20260419,20260419,2026-04-19 10:11:41.703,2026-04-19 11:56:41.703,105.0,False,False
470,SJ178,3,9,20260419,20260419,2026-04-19 09:58:41.703,2026-04-19 12:27:41.703,149.0,False,False
471,6F172,2,6,20260419,20260419,2026-04-19 09:53:41.703,2026-04-19 14:46:41.703,293.0,False,False
472,UK220,5,1,20260419,20260419,2026-04-19 09:51:41.704,2026-04-19 13:25:41.704,214.0,False,False
473,SJ148,3,16,20260419,20260419,2026-04-19 09:51:41.702,2026-04-19 13:41:41.702,230.0,False,False
474,UK065,5,7,20260419,20260419,2026-04-19 09:38:41.701,2026-04-19 13:46:41.701,248.0,False,False
475,6F243,2,9,20260419,20260419,2026-04-19 09:37:41.704,2026-04-19 10:33:41.704,56.0,False,False
476,SJ193,3,13,20260419,20260419,2026-04-19 09:37:41.703,2026-04-19 12:16:41.703,159.0,False,False
477,UK056,5,25,20260419,20260419,2026-04-19 09:29:41.701,2026-04-19 10:15:41.701,46.0,False,False
478,AI219,4,3,20260419,20260419,2026-04-19 09:28:41.703,2026-04-19 11:27:41.703,119.0,False,False
479,SJ073,3,11,20260419,20260419,2026-04-19 09:26:41.701,2026-04-19 11:14:41.701,108.0,False,False
480,6F052,2,7,20260419,20260419,2026-04-19 09:13:41.701,2026-04-19 12:02:41.701,169.0,False,False
481,SJ201,3,3,20260419,20260419,2026-04-19 09:10:41.703,2026-04-19 11:12:41.703,122.0,False,False
482,UK028,5,25,20260419,20260419,2026-04-19 09:02:41.701,2026-04-19 10:37:41.701,95.0,False,False
483,SJ119,3,7,20260419,20260419,2026-04-19 08:53:41.702,2026-04-19 11:29:41.702,156.0,False,False
484,AI165,1,18,20260419,20260419,2026-04-19 08:51:41.703,2026-04-19 10:31:41.703,100.0,False,False
485,AI255,1,28,20260419,20260419,2026-04-19 08:45:41.704,2026-04-19 13:12:41.704,267.0,False,False
486,AI202,1,21,20260419,20260419,2026-04-19 08:44:41.703,2026-04-19 10:53:41.703,129.0,False,False
487,SJ039,3,27,20260419,20260419,2026-04-19 08:41:41.701,2026-04-19 12:08:41.701,207.0,False,False
488,SJ051,4,6,20260419,20260419,2026-04-19 08:40:41.701,2026-04-19 12:18:41.701,218.0,False,False
489,UK024,5,26,20260419,20260419,2026-04-19 08:29:41.701,2026-04-19 13:29:41.701,300.0,False,False
490,SJ006,3,21,20260419,20260419,2026-04-19 08:25:41.701,2026-04-19 08:57:41.701,32.0,False,False
491,AI207,1,10,20260419,20260419,2026-04-19 08:24:41.703,2026-04-19 11:23:41.703,179.0,False,False
492,SJ168,3,12,20260419,20260419,2026-04-19 08:17:41.703,2026-04-19 12:29:41.703,252.0,False,False
493,AI028,1,22,20260419,20260419,2026-04-19 07:53:41.701,2026-04-19 08:35:41.701,42.0,False,False
